"@type","title","description","modified","accessLevel","identifier","distribution_@type","distribution_mediaType","distribution_format","distribution_title","distribution_description","distribution_downloadURL","distribution_accessURL","distribution_describedBy","distribution_describedByType","keyword","bureauCode","programCode","describedBy","landingPage","issued","accrualPeriodicity","spatial","publisher.@type","publisher.name","contactPoint.@type","contactPoint.fn","contactPoint.hasEmail","successfully_archived"
"dcat:Dataset","ACS 5YR Demographic Estimate Data by Place","2016-2020 ACS 5-Year estimates of demographic variables (see below) compiled at the Place level. These variables include Sex By Age, Hispanic Or Latino Origin By Race, Household Type (Including Living Alone), Households By Presence Of People Under 18 Years By Household Type, Households By Presence Of People 60 Years And Over By Household Type, Nativity By Language Spoken At Home By Ability To Speak English For The Population 5 Years And Over, Average Household Size Of Occupied Housing Units By Tenure, and Sex by Educational Attainment for the Population 18 Years and Over.","2023-09-22T17:49:11.518Z","public","f83fd832f14c44168d4cc44cda660c1b","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/f83fd832f14c44168d4cc44cda660c1b_8/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Census | American Community Survey | ACS | Demographic | Estimates | Place | Community Indicators | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/f83fd832f14c44168d4cc44cda660c1b/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/f83fd832f14c44168d4cc44cda660c1b/about","2019-01-31T20:15:27.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","ACS 5YR Demographic Estimate Data by Place","2016-2020 ACS 5-Year estimates of demographic variables (see below) compiled at the Place level. These variables include Sex By Age, Hispanic Or Latino Origin By Race, Household Type (Including Living Alone), Households By Presence Of People Under 18 Years By Household Type, Households By Presence Of People 60 Years And Over By Household Type, Nativity By Language Spoken At Home By Ability To Speak English For The Population 5 Years And Over, Average Household Size Of Occupied Housing Units By Tenure, and Sex by Educational Attainment for the Population 18 Years and Over.","2023-09-22T17:49:11.518Z","public","f83fd832f14c44168d4cc44cda660c1b","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/f83fd832f14c44168d4cc44cda660c1b_8/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Census | American Community Survey | ACS | Demographic | Estimates | Place | Community Indicators | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/f83fd832f14c44168d4cc44cda660c1b/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/f83fd832f14c44168d4cc44cda660c1b/about","2019-01-31T20:15:27.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","ACS 5YR Demographic Estimate Data by State","2016-2020 ACS 5-Year estimates of demographic variables (see below) compiled at the State level. These variables include Sex By Age, Hispanic Or Latino Origin By Race, Household Type (Including Living Alone), Households By Presence Of People Under 18 Years By Household Type, Households By Presence Of People 60 Years And Over By Household Type, Nativity By Language Spoken At Home By Ability To Speak English For The Population 5 Years And Over, Average Household Size Of Occupied Housing Units By Tenure, and Sex by Educational Attainment for the Population 18 Years and Over.","2023-09-25T14:40:43.660Z","public","709f3ace71c24b29aa0f90e2f16c114d","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/709f3ace71c24b29aa0f90e2f16c114d_7/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"Boundaries | Economy | Location | Society | Governmental Units | and Administrative and Statistical Boundaries | United States | Puerto Rico | and U.S. Island Areas","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/709f3ace71c24b29aa0f90e2f16c114d/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/709f3ace71c24b29aa0f90e2f16c114d/about","2023-06-02T21:23:40.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","ACS 5YR Demographic Estimate Data by State","2016-2020 ACS 5-Year estimates of demographic variables (see below) compiled at the State level. These variables include Sex By Age, Hispanic Or Latino Origin By Race, Household Type (Including Living Alone), Households By Presence Of People Under 18 Years By Household Type, Households By Presence Of People 60 Years And Over By Household Type, Nativity By Language Spoken At Home By Ability To Speak English For The Population 5 Years And Over, Average Household Size Of Occupied Housing Units By Tenure, and Sex by Educational Attainment for the Population 18 Years and Over.","2023-09-25T14:40:43.660Z","public","709f3ace71c24b29aa0f90e2f16c114d","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/709f3ace71c24b29aa0f90e2f16c114d_7/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"Boundaries | Economy | Location | Society | Governmental Units | and Administrative and Statistical Boundaries | United States | Puerto Rico | and U.S. Island Areas","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/709f3ace71c24b29aa0f90e2f16c114d/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/709f3ace71c24b29aa0f90e2f16c114d/about","2023-06-02T21:23:40.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","ACS 5YR Demographic Estimate Data by Tract","2016-2020 ACS 5-Year estimates of demographic variables (see below) compiled at the Tract level. These variables include Sex By Age, Hispanic Or Latino Origin By Race, Household Type (Including Living Alone), Households By Presence Of People Under 18 Years By Household Type, Households By Presence Of People 60 Years And Over By Household Type, Nativity By Language Spoken At Home By Ability To Speak English For The Population 5 Years And Over, Average Household Size Of Occupied Housing Units By Tenure, and Sex by Educational Attainment for the Population 18 Years and Over.","2023-09-22T18:01:35.939Z","public","b0d9506fcfa04762a882c3b6453e0144","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/b0d9506fcfa04762a882c3b6453e0144_6/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"ACS 5 Year Demographic Data by Tract | ACS | U.S. Department of Housing and Urban Development | HUD | Census | Community Indicators | HUD.Official.Content | Boundaries | Economy | Location | Society | Governmental Units | and Administrative and Statistical Boundaries | United States | Puerto Rico | and U.S. Island Areas","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/b0d9506fcfa04762a882c3b6453e0144/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/b0d9506fcfa04762a882c3b6453e0144/about","2023-06-02T21:26:52.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","ACS 5YR Demographic Estimate Data by Tract","2016-2020 ACS 5-Year estimates of demographic variables (see below) compiled at the Tract level. These variables include Sex By Age, Hispanic Or Latino Origin By Race, Household Type (Including Living Alone), Households By Presence Of People Under 18 Years By Household Type, Households By Presence Of People 60 Years And Over By Household Type, Nativity By Language Spoken At Home By Ability To Speak English For The Population 5 Years And Over, Average Household Size Of Occupied Housing Units By Tenure, and Sex by Educational Attainment for the Population 18 Years and Over.","2023-09-22T18:01:35.939Z","public","b0d9506fcfa04762a882c3b6453e0144","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/b0d9506fcfa04762a882c3b6453e0144_6/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"ACS 5 Year Demographic Data by Tract | ACS | U.S. Department of Housing and Urban Development | HUD | Census | Community Indicators | HUD.Official.Content | Boundaries | Economy | Location | Society | Governmental Units | and Administrative and Statistical Boundaries | United States | Puerto Rico | and U.S. Island Areas","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/b0d9506fcfa04762a882c3b6453e0144/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/b0d9506fcfa04762a882c3b6453e0144/about","2023-06-02T21:26:52.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","ACS 5YR Housing Estimate Data by County","2016-2020 ACS 5-Year estimates of housing characteristics compiled at the County level. These characteristics include Occupancy Status, Tenure By Household Size, Median Number Of Rooms By Tenure, Units In Structure, Tenure by Units In Structure, Tenure By Year Structure Built, Median Year Structure Built By Tenure, Bedrooms, Tenure By Bedrooms, Contract Rent, Median Contract Rent, Bedrooms By Gross Rent, Median Value, Mortgage Status By Median Value (Dollars), and Tenure By Selected Physical And Financial Conditions.","2023-09-22T18:09:06.161Z","public","fb3a36d3f1364350becadb5c2e12fd71","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/fb3a36d3f1364350becadb5c2e12fd71_14/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Census | American Community Survey | ACS | Housing | Estimates | County | Community Indicators | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/fb3a36d3f1364350becadb5c2e12fd71/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/fb3a36d3f1364350becadb5c2e12fd71/about","2019-02-01T16:15:54.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","ACS 5YR Housing Estimate Data by County","2016-2020 ACS 5-Year estimates of housing characteristics compiled at the County level. These characteristics include Occupancy Status, Tenure By Household Size, Median Number Of Rooms By Tenure, Units In Structure, Tenure by Units In Structure, Tenure By Year Structure Built, Median Year Structure Built By Tenure, Bedrooms, Tenure By Bedrooms, Contract Rent, Median Contract Rent, Bedrooms By Gross Rent, Median Value, Mortgage Status By Median Value (Dollars), and Tenure By Selected Physical And Financial Conditions.","2023-09-22T18:09:06.161Z","public","fb3a36d3f1364350becadb5c2e12fd71","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/fb3a36d3f1364350becadb5c2e12fd71_14/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Census | American Community Survey | ACS | Housing | Estimates | County | Community Indicators | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/fb3a36d3f1364350becadb5c2e12fd71/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/fb3a36d3f1364350becadb5c2e12fd71/about","2019-02-01T16:15:54.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","ACS 5YR Housing Estimate Data by Place","2016-2020 ACS 5-Year estimates of housing characteristics compiled at the Place level. These characteristics include Occupancy Status, Tenure By Household Size, Median Number Of Rooms By Tenure, Units In Structure, Tenure by Units In Structure, Tenure By Year Structure Built, Median Year Structure Built By Tenure, Bedrooms, Tenure By Bedrooms, Contract Rent, Median Contract Rent, Bedrooms By Gross Rent, Median Value, Mortgage Status By Median Value (Dollars), and Tenure By Selected Physical And Financial Conditions.","2023-09-22T18:17:13.377Z","public","306d108666ac44639f55c9f338da9e5b","dcat:Distribution","GeoDatabase/ZIP","ZIP","Geo Database",NA,"https://opendata.arcgis.com/api/v3/datasets/306d108666ac44639f55c9f338da9e5b_13/downloads/data?format=fgdb&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Census | American Community Survey | ACS | Housing | Estimates | Place | Community Indicators | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/306d108666ac44639f55c9f338da9e5b/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/306d108666ac44639f55c9f338da9e5b/about","2019-02-01T16:32:41.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
"dcat:Dataset","ACS 5YR Housing Estimate Data by Place","2016-2020 ACS 5-Year estimates of housing characteristics compiled at the Place level. These characteristics include Occupancy Status, Tenure By Household Size, Median Number Of Rooms By Tenure, Units In Structure, Tenure by Units In Structure, Tenure By Year Structure Built, Median Year Structure Built By Tenure, Bedrooms, Tenure By Bedrooms, Contract Rent, Median Contract Rent, Bedrooms By Gross Rent, Median Value, Mortgage Status By Median Value (Dollars), and Tenure By Selected Physical And Financial Conditions.","2023-09-22T18:17:13.377Z","public","306d108666ac44639f55c9f338da9e5b","dcat:Distribution","Shapefile/ZIP","ZIP","Shapefile",NA,"https://opendata.arcgis.com/api/v3/datasets/306d108666ac44639f55c9f338da9e5b_13/downloads/data?format=shp&spatialRefId=4326&where=1%3D1",NA,NA,NA,"U.S. Department of Housing and Urban Development | HUD | Census | American Community Survey | ACS | Housing | Estimates | Place | Community Indicators | hud.official.content","025:00","025:000","https://hud.maps.arcgis.com/sharing/rest/content/items/306d108666ac44639f55c9f338da9e5b/info/metadata/metadata.xml?format=default&output=html","https://hudgis-hud.opendata.arcgis.com/datasets/306d108666ac44639f55c9f338da9e5b/about","2019-02-01T16:32:41.000Z",NA,"United States","org:Organization","U.S. Department of Housing and Urban Development","vcard:Contact","HUD eGIS Help Desk","mailto:GIShelpdesk@hud.gov",TRUE
